x,y
0.0,0.0
-0.0006342474052374505,0.007536199083261908
0.0003465477746090492,0.011058300468984575
0.0015980640387284117,0.013917017820891584
0.002991696318659927,0.016430261692306557
0.004477392875074454,0.018721076201677875
0.006029366501678611,0.020852518916329017
0.007632228973920348,0.02286202163223977
0.009275908571030769,0.024773955721614255
0.010953377579181838,0.02660523759455922
0.012659495650070574,0.028368175362972592
0.014390364209078303,0.030072054237899687
0.016142940202921948,0.03172408299228664
0.017914792106856522,0.03332999054174689
0.019703938903317973,0.034894418808178465
0.021508739917787616,0.036421190926713434
0.02332781713639927,0.03791349997037721
0.02515999900054631,0.03937404520892662
0.027004278828884346,0.04080513269425627
0.028859783460070513,0.0422087509607853
0.030725749198744382,0.043586628973650246
0.032601503084019406,0.04494028116066403
0.034486448105534,0.04627104288040976
0.036380051393558106,0.047580098696816675
0.03828183468155899,0.04886850516619206
0.04019136652744579,0.050137209384309434
0.04210825591176001,0.05138706421925539
0.04403214692542322,0.05261884092601665
0.045962714328053815,0.05383323967242809
0.047899659808127194,0.05503089838399777
0.04984270881364546,0.056212400224390086
0.051791607850119784,0.05737827996014941
0.053746122164063936,0.058529029406447594
0.055706033746628046,0.05966510211090363
0.057671139604733634,0.06078691740176914
0.05964125025702234,0.06189486390276256
0.06161618841976953,0.06298930259794189
0.06359578785413618,0.06407056951502738
0.06557989235110476,0.06513897808362755
0.06756835483444579,0.06619482121521258
0.06956103656530051,0.06723837314390803
0.07155780643460227,0.06826989106086113
0.07355854033171881,0.06928961656976296
0.07556312057947516,0.07029777698685809
0.07757143542718753,0.0712945865052614
0.07958337859456084,0.07228024724048514
0.08159884886032277,0.0732549501716476
0.0836177496903234,0.07421887599079648
0.08563998890054987,0.07517219587106751
0.08766547835111438,0.07611507216295207
0.08766547835111438,0.07611507216295207
0.09672547092972303,0.08019214409230027
0.1058416929804605,0.08407679723542277
0.11500849190667087,0.08777878036424547
0.124221013857509,0.09130615718340128
0.1334750272459133,0.09466569874760739
0.14276679453064534,0.09786316645151832
0.15209297700540364,0.10090352067961783
0.16145056274494882,0.10379107764123346
0.17083681116413627,0.10652962927181349
0.180249209731601,0.1091225362818508
0.18968543973268548,0.11157280133657269
0.19914334887532836,0.11388312730003142
0.20862092914337765,0.11605596409158833
0.21811629872484517,0.11809354674741657
0.22762768714088638,0.11999792660918371
0.2371534229149774,0.12177099708393323
0.24669192327711137,0.12341451507316496
0.2562416855122967,0.12493011891533415
0.2658012796480206,0.12631934349754786
0.2753693422397609,0.12758363305072026
0.28494457106274323,0.12872435203504615
0.29452572055596543,0.12974279444034553
0.3041115978938961,0.13064019176218408
0.3137010595842956,0.1314177198650372
0.3232930085088054,0.13207650490475248
0.3328863913374481,0.13261762845167185
0.3424801962598038,0.13304213193114484
0.3520734509850164,0.13335102047839809
0.3616652209704159,0.13354526628876837
0.3712546078447875,0.13362581153134445
0.38084074799746037,0.13359357088348156
0.39042281130864526,0.1334494337349656
0.4,0.1331942661034391
0.4093045332837327,0.13285362225093764
0.41860627435032094,0.13245298896056792
0.4279049500721636,0.131993091697304
0.4372002985755065,0.13147462679288968
0.44649206868211944,0.1308982629421392
0.4557800193838389,0.13026464255855877
0.4650639193464372,0.1295743830049669
0.4743435464397283,0.1288280777127981
0.4836186872911948,0.1280262972020714
0.4928891368607528,0.1271695900125413
